,DateOfBirth,DateOfDeath,FirstName,GenderAsString,ID,Language,LastName,MaritalStatus,MaritalStatusText,MilitaryRank,MilitaryRankText,Modified,NativeLanguage,NumberOfChildren,OfficialName,PersonIdCode,PersonNumber,PlaceOfBirthCanton,PlaceOfBirthCity,Title,TitleText
592,1831-08-19T00:00:00,1888-01-13T00:00:00,Fr. Rudolf J.,m,3047,FR,Rohr,,,,,2015-05-17T21:18:19.387,,,,,3047,,,,
593,1830-09-09T00:00:00,1909-12-27T00:00:00,Johann,m,3048,FR,Rohr,,,,,2015-05-17T21:18:19.387,,,,,3048,,,,
594,1890-04-25T00:00:00,1980-07-24T00:00:00,Max Albert,m,3049,FR,Rohr,,,,,2015-05-17T21:18:19.387,,,,,3049,,,,
595,1811-07-14T00:00:00,1886-04-24T00:00:00,Christian,m,3050,FR,Rohrer,,,,,2015-05-17T21:18:19.387,,,Rohrer Christian,,3050,,,,
596,1819-05-30T00:00:00,1876-05-30T00:00:00,Johann A.,m,3051,FR,Romedi,,,,,2015-05-17T21:18:19.387,,,Romedi Johann A.,,3051,,,,
597,1817-09-21T00:00:00,1899-12-29T00:00:00,Peter Conradin,m,3052,FR,Romedi,,,,,2015-05-17T21:18:19.387,,,Romedi Peter Conradin,,3052,,,,
598,1831-06-16T00:00:00,1895-04-02T00:00:00,Melchior,m,3053,FR,Römer,,,,,2015-05-17T21:18:19.387,,,,,3053,,,,
599,1846-04-10T00:00:00,1896-03-08T00:00:00,Ambrosius,m,3054,FR,Rosenmund,,,,,2015-05-17T21:18:19.387,,,,,3054,,,,
600,1820-09-08T00:00:00,1877-09-14T00:00:00,Aimé-C.,m,3055,FR,Rossel,,,,,2015-05-17T21:18:19.387,,,,,3055,,,,
601,1858-03-19T00:00:00,1933-05-29T00:00:00,Virgile,m,3056,FR,Rossel,,,,,2015-05-17T21:18:19.387,,,Rossel Virgile,,3056,,,,
602,1893-06-05T00:00:00,1946-10-14T00:00:00,Charles,m,3057,FR,Rosselet,,,,,2015-05-17T21:18:19.387,,,,,3057,,,,
603,1905-06-01T00:00:00,1977-11-12T00:00:00,Paul-René,m,3058,FR,Rosset,,,,,2015-05-17T21:18:19.387,,,,,3058,,,,
604,1827-11-27T00:00:00,1895-01-05T00:00:00,Ermengildo,m,3059,FR,Rossi,,,,,2015-05-17T21:18:19.387,,,,,3059,,,,
605,1901-10-14T00:00:00,1986-07-04T00:00:00,Riccardo,m,3060,FR,Rossi,,,,,2015-05-17T21:18:19.387,,,,,3060,,,,
606,1880-06-25T00:00:00,1955-05-01T00:00:00,François Joseph,m,3061,FR,Rossiaud,,,,,2015-05-17T21:18:19.387,,,,,3061,,,,
607,1836-01-24T00:00:00,1904-04-07T00:00:00,Arnold,m,3062,FR,Roth,,,,,2015-05-17T21:18:19.387,,,,,3062,,,,
608,1894-02-22T00:00:00,1954-04-10T00:00:00,August,m,3063,FR,Roth,,,,,2015-05-17T21:18:19.387,,,,,3063,,,,
609,1839-03-06T00:00:00,1920-02-16T00:00:00,Fridolin,m,3064,FR,Roth,,,,,2015-05-17T21:18:19.387,,,,,3064,,,,
610,1879-09-14T00:00:00,1966-08-23T00:00:00,Hans,m,3065,FR,Roth,,,,,2015-05-17T21:18:19.387,,,Roth Hans BE,,3065,,,,
611,1834-10-08T00:00:00,1893-01-07T00:00:00,Jakob Adolf,m,3066,FR,Roth,,,,,2015-05-17T21:18:19.387,,,,,3066,,,,
612,1812-03-06T00:00:00,1870-12-27T00:00:00,Johannes,m,3067,FR,Roth,,,,,2015-05-17T21:18:19.387,,,Roth Johannes,,3067,,,,
613,1868-05-11T00:00:00,1938-11-21T00:00:00,Christian,m,3068,FR,Rothenberger,,,,,2015-05-17T21:18:19.387,,,,,3068,,,,
614,1872-12-07T00:00:00,1949-12-07T00:00:00,Fr. Ferdinand,m,3069,FR,Rothpletz,,,,,2015-05-17T21:18:19.387,,,,,3069,,,,
615,1798-04-02T00:00:00,1867-04-09T00:00:00,J. Auguste,m,3070,FR,Rougemont,,,,,2015-05-17T21:18:19.387,,,Rougement,,3070,,,,
616,1849-01-09T00:00:00,1918-03-05T00:00:00,Jules-H.,m,3071,FR,Roulet,,,,,2015-05-17T21:18:19.387,,,,,3071,,,,
617,1877-12-08T00:00:00,1955-05-22T00:00:00,Louis-Samuel,m,3072,FR,Roulet,,,,,2015-05-17T21:18:19.387,,,,,3072,,,,
618,1904-01-28T00:00:00,1973-11-29T00:00:00,Gustave-Laurent,m,3073,FR,Roulin,,,,,2015-05-17T21:18:19.387,,,,,3073,,,,
619,1870-04-12T00:00:00,1940-06-30T00:00:00,Auguste-Emile,m,3074,FR,Roussy,,,,,2015-05-17T21:18:19.387,,,,,3074,,,,
620,1865-04-12T00:00:00,1908-05-23T00:00:00,Ernest,m,3075,FR,Rubattel,,,,,2015-05-17T21:18:19.387,,,,,3075,,,,
621,1892-08-31T00:00:00,1987-07-05T00:00:00,Lucien,m,3076,FR,Rubattel,,,,,2015-05-17T21:18:19.387,,,,,3076,,,,
622,1896-09-04T00:00:00,1961-10-18T00:00:00,Rodolphe,m,3077,FR,Rubattel,,,,,2015-05-17T21:18:19.387,F,,Rubattel,,3077,,,,
623,1897-02-14T00:00:00,1985-10-17T00:00:00,Christian,m,3078,FR,Rubi,,,,,2015-05-17T21:18:19.387,,,,,3078,,,,
624,1926-10-12T00:00:00,1997-09-05T00:00:00,Fred,m,3079,FR,Rubi,,,,,2015-05-17T21:18:19.387,,,,,3079,,,,
625,1853-09-14T00:00:00,1912-07-13T00:00:00,Marc-Emile,m,3080,FR,Ruchet,,,,,2015-05-17T21:18:19.387,F,,Ruchet,,3080,,,,
626,1834-04-28T00:00:00,1893-09-14T00:00:00,Louis-A.-J.,m,3081,FR,Ruchonnet,,,,,2015-05-17T21:18:19.387,F,,Ruchonnet,,3081,,,,
627,1834-08-10T00:00:00,1902-11-10T00:00:00,Eduard,m,3082,FR,Ruchti,,,,,2015-05-17T21:18:19.387,,,,,3082,,,,
628,1886-08-09T00:00:00,1946-07-15T00:00:00,Emil,m,3083,FR,Rudin,,,,,2015-05-17T21:18:19.387,,,,,3083,,,,
629,1902-06-26T00:00:00,1972-01-20T00:00:00,Hans,m,3084,FR,Rüegg,,,,,2015-05-17T21:18:19.387,,,,,3084,,,,
630,1801-12-20T00:00:00,1871-04-21T00:00:00,Heinrich,m,3085,FR,Rüegg,,,,,2015-05-17T21:18:19.387,,,,,3085,,,,
631,1892-05-18T00:00:00,1970-01-03T00:00:00,Paul,m,3086,FR,Rufener,,,,,2015-05-17T21:18:19.387,,,,,3086,,,,
632,1908-10-28T00:00:00,1996-10-27T00:00:00,Laurent,m,3087,FR,Ruffieux,,,,,2015-05-17T21:18:19.387,,,,,3087,,,,
633,1854-08-02T00:00:00,1919-10-25T00:00:00,Eugène,m,3088,FR,Ruffy,,,,,2015-05-17T21:18:19.387,F,,Ruffy Eugène,,3088,,,,
634,1823-01-18T00:00:00,1869-12-29T00:00:00,Victor-Ch.-F.,m,3089,FR,Ruffy,,,,,2015-05-17T21:18:19.387,F,,Ruffy Victor,,3089,,,,
635,1875-03-28T00:00:00,1935-02-17T00:00:00,Jakob,m,3090,FR,Ruh,,,,,2015-05-17T21:18:19.387,,,,,3090,,,,
636,1901-09-08T00:00:00,1959-07-01T00:00:00,Erhard,m,3091,FR,Ruoss,,,,,2015-05-17T21:18:19.387,,,,,3091,,,,
637,1875-10-04T00:00:00,1956-02-27T00:00:00,Francesco,m,3092,FR,Rusca,,,,,2015-05-17T21:18:19.387,,,,,3092,,,,
638,1881-05-04T00:00:00,1961-01-23T00:00:00,Giovan-Battista,m,3093,FR,Rusca,,,,,2015-05-17T21:18:19.387,,,Rusca Giovan-Battista,,3093,,,,
639,1810-07-23T00:00:00,1880-02-02T00:00:00,Luigi,m,3094,FR,Rusca,,,,,2015-05-17T21:18:19.387,,,,,3094,,,,
640,1883-08-17T00:00:00,1946-04-29T00:00:00,Carl,m,3095,FR,Rusch,,,,,2015-05-17T21:18:19.387,,,,,3095,,,,
641,1844-09-07T00:00:00,1890-01-27T00:00:00,Johann Baptist E.,m,3096,FR,Rusch,,,,,2015-05-17T21:18:19.387,,,,,3096,,,,
642,1844-11-17T00:00:00,1926-04-09T00:00:00,Filippo,m,3097,FR,Rusconi,,,,,2015-05-17T21:18:19.387,,,,,3097,,,,
643,1834-05-31T00:00:00,1909-08-17T00:00:00,Eduard,m,3098,FR,Russenberger,,,,,2015-05-17T21:18:19.387,,,,,3098,,,,
644,1828-03-13T00:00:00,1896-05-11T00:00:00,J. Fritz,m,3099,FR,Rüsser,,,,,2015-05-17T21:18:19.387,,,Rüsser,,3099,,,,
645,1901-08-24T00:00:00,1981-03-29T00:00:00,Georg,m,3100,FR,Rutishauser,,,,,2015-05-17T21:18:19.387,,,,,3100,,,,
646,1813-03-17T00:00:00,1876-01-10T00:00:00,Johann Jakob,m,3101,FR,Rüttimann,,,,,2015-05-17T21:18:19.387,D,,Rüttimann J. J.,,3101,,,,
647,1849-03-17T00:00:00,1927-12-22T00:00:00,Jacques-S.,m,3102,FR,Rutty,,,,,2015-05-17T21:18:19.387,,,,,3102,,,,
648,1844-09-20T00:00:00,1914-05-30T00:00:00,Johannes K.,m,3103,FR,Ryf,,,,,2015-05-17T21:18:19.387,,,,,3103,,,,
649,1807-12-13T00:00:00,1868-07-17T00:00:00,Joh. Jakob,m,3104,FR,Ryffel,,,,,2015-05-17T21:18:19.387,,,,,3104,,,,
650,1903-06-19T00:00:00,1987-04-15T00:00:00,Albert,m,3105,FR,Ryser,,,,,2015-05-17T21:18:19.387,,,,,3105,,,,
651,1866-11-18T00:00:00,1950-01-14T00:00:00,J. Emile,m,3106,FR,Ryser,,,,,2015-05-17T21:18:19.387,,,,,3106,,,,
652,1882-02-02T00:00:00,1968-02-14T00:00:00,Alfred,m,3107,FR,Ryter,,,,,2015-05-17T21:18:19.387,,,,,3107,,,,
653,1825-03-06T00:00:00,1897-03-27T00:00:00,Christian,m,3108,FR,Sahli,,,,,2015-05-17T21:18:19.387,,,,,3108,,,,
654,1817-03-10T00:00:00,1870-10-03T00:00:00,Carl Georg Jakob,m,3109,FR,Sailer,,,,,2015-05-17T21:18:19.387,,,Sailer,,3109,,,,
655,1915-08-31T00:00:00,1990-11-29T00:00:00,Friedrich,m,3110,FR,Salzmann,,,,,2015-05-17T21:18:19.387,,,,,3110,,,,
656,1878-04-18T00:00:00,1936-02-24T00:00:00,Henri Auguste,m,3111,FR,Sandoz,,,,,2015-05-17T21:18:19.387,,,,,3111,,,,
657,1897-12-25T00:00:00,1987-01-07T00:00:00,Hans,m,3112,FR,Sappeur,,,,,2015-05-17T21:18:19.387,,,,,3112,,,,
658,1877-05-06T00:00:00,1935-01-26T00:00:00,Emile,m,3113,FR,Savoy,,,,,2015-05-17T21:18:19.387,,,,,3113,,,,
659,1851-10-08T00:00:00,1927-10-13T00:00:00,Robert B.,m,3114,FR,Savoye,,,,,2015-05-17T21:18:19.387,,,,,3114,,,,
660,1896-07-14T00:00:00,1975-03-22T00:00:00,Arnold,m,3115,FR,Saxer,,,,,2015-05-17T21:18:19.387,,,,,3115,,,,
661,1831-11-02T00:00:00,1909-06-10T00:00:00,Gustav Adolf,m,3116,FR,Saxer,,,,,2015-05-17T21:18:19.387,,,,,3116,,,,
662,1814-02-06T00:00:00,1874-10-06T00:00:00,Franz Adolf,m,3117,FR,Schalch,,,,,2015-05-17T21:18:19.387,,,,,3117,,,,
663,1908-04-21T00:00:00,1985-07-21T00:00:00,Alfred,m,3118,FR,Schaller,,,,,2015-05-17T21:18:19.387,,,,,3118,,,,
664,1866-11-28T00:00:00,1945-12-08T00:00:00,Gustav,m,3119,FR,Schaller,,,,,2015-05-17T21:18:19.387,,,,,3119,,,,
665,1819-12-11T00:00:00,1908-04-05T00:00:00,Johann Jakob,m,3120,FR,Schäppi,,,,,2015-05-17T21:18:19.387,,,,,3120,,,,
666,1860-08-28T00:00:00,1953-04-19T00:00:00,Johann Jakob,m,3121,FR,Schär,,,,,2015-05-17T21:18:19.387,,,,,3121,,,,
667,1824-03-31T00:00:00,1906-10-13T00:00:00,Johannes,m,3122,FR,Schär,,,,,2015-05-17T21:18:19.387,,,,,3122,,,,
668,1868-06-07T00:00:00,1947-05-13T00:00:00,Karl-Oskar,m,3123,FR,Schär,,,,,2015-05-17T21:18:19.387,,,Schär Karl-Oskar,,3123,,,,
669,1925-02-20T00:00:00,1979-05-13T00:00:00,Ruedi,m,3124,FR,Schatz,,,,,2015-05-17T21:18:19.387,,,,,3124,,,,
670,1885-02-23T00:00:00,1957-01-28T00:00:00,Walter,m,3125,FR,Schaub,,,,,2015-05-17T21:18:19.387,,,,,3125,,,,
671,1866-03-02T00:00:00,1923-11-15T00:00:00,Eduard,m,3126,FR,Schäubli,,,,,2015-05-17T21:18:19.387,,,,,3126,,,,
672,1789-10-18T00:00:00,1856-07-21T00:00:00,Udalrich Joseph,m,3127,FR,Schaufelbühl,,,,,2015-05-17T21:18:19.387,,,,,3127,,,,
673,1879-04-03T00:00:00,1949-01-03T00:00:00,Rudolf,m,3128,FR,Scheibler,,,,,2015-05-17T21:18:19.387,,,,,3128,,,,
674,1845-10-24T00:00:00,1925-03-17T00:00:00,Jakob,m,3129,FR,Scheidegger,,,,,2015-05-17T21:18:19.387,,,,,3129,,,,
675,1823-12-01T00:00:00,1895-07-18T00:00:00,Karl,m,3130,FR,Schenk,,,,,2015-05-17T21:18:19.387,,,Schenk Karl,,3130,,,,
676,1869-07-23T00:00:00,1926-09-09T00:00:00,Hans,m,3131,FR,Schenkel,,,,,2015-05-17T21:18:19.387,,,,,3131,,,,
677,1820-02-10T00:00:00,1867-06-04T00:00:00,Jak. Christoph,m,3132,FR,Schenkel,,,,,2015-05-17T21:18:19.387,,,,,3132,,,,
678,1810-02-28T00:00:00,1873-04-13T00:00:00,Friedrich,m,3133,FR,Schenker,,,,,2015-05-17T21:18:19.387,,,,,3133,,,,
679,1839-05-05T00:00:00,1908-09-18T00:00:00,Jak. Albert,m,3134,FR,Scherb,,,,,2015-05-17T21:18:19.387,,,Scherb,,3134,,,,
680,1825-11-14T00:00:00,1878-12-23T00:00:00,Johann Jakob,m,3135,FR,Scherer,,,,,2015-05-17T21:18:19.387,,,Scherer Johann J.,,3135,,,,
681,1881-10-03T00:00:00,1941-02-13T00:00:00,Victor,m,3136,FR,Scherer,,,,,2015-05-17T21:18:19.387,,,,,3136,,,,
682,1881-10-03T00:00:00,1941-02-13T00:00:00,Victor Emil,m,3137,FR,Scherer,,,,,2015-05-17T21:18:19.387,,,,,3137,,,,
683,1909-01-05T00:00:00,1989-10-08T00:00:00,Carl,m,3138,FR,Scherrer,,,,,2015-05-17T21:18:19.387,,,,,3138,,,,
684,1862-05-20T00:00:00,1947-09-04T00:00:00,Eduard,m,3139,FR,Scherrer,,,,,2015-05-17T21:18:19.387,,,,,3139,,,,
685,1847-12-12T00:00:00,1919-11-25T00:00:00,Heinrich,m,3140,FR,Scherrer,,,,,2015-05-17T21:18:19.387,,,Scherrer Heinrich,,3140,,,,
686,1862-04-02T00:00:00,1935-03-10T00:00:00,Paul,m,3141,FR,Scherrer,,,,,2015-05-17T21:18:19.387,,,,,3141,,,,
687,1891-03-22T00:00:00,1965-06-17T00:00:00,Joseph Anton,m,3142,FR,Scherrer-Brisig,,,,,2015-05-17T21:18:19.387,,,,,3142,,,,
688,1847-11-18T00:00:00,1924-09-08T00:00:00,Joseph Anton,m,3143,FR,Scherrer-Füllemann,,,,,2015-05-17T21:18:19.387,,,,,3143,,,,
689,1818-09-15T00:00:00,1889-08-13T00:00:00,Jakob,m,3144,FR,Scherz,,,,,2015-05-17T21:18:19.387,,,,,3144,,,,
690,1828-01-21T00:00:00,1895-02-13T00:00:00,Friedrich Erhard,m,3145,FR,Scheuchzer,,,,,2015-05-17T21:18:19.387,,,,,3145,,,,
691,1840-05-05T00:00:00,1921-05-02T00:00:00,Alfred,m,3146,FR,Scheurer,,,,,2015-05-17T21:18:19.387,,,,,3146,,,,
692,1872-09-27T00:00:00,1929-11-14T00:00:00,Karl,m,3147,FR,Scheurer,,,,,2015-05-17T21:18:19.387,,,Scheurer Karl,,3147,,,,
693,1901-03-15T00:00:00,1990-05-06T00:00:00,Paul,m,3148,FR,Schib,,,,,2015-05-17T21:18:19.387,,,,,3148,,,,
694,1813-02-17T00:00:00,1883-07-06T00:00:00,Johann Ulrich,m,3149,FR,Schiess,,,,,2015-05-17T21:18:19.387,,,,,3149,,,,
695,1890-11-13T00:00:00,1967-09-11T00:00:00,Robert,m,3150,FR,Schild,,,,,2015-05-17T21:18:19.387,,,,,3150,,,,
696,1829-08-31T00:00:00,1888-04-25T00:00:00,Urs,m,3151,FR,Schild,,,,,2015-05-17T21:18:19.387,,,,,3151,,,,
697,1806-10-12T00:00:00,1868-01-10T00:00:00,K. Ferdinand,m,3152,FR,Schimpf,,,,,2015-05-17T21:18:19.387,,,,,3152,,,,
698,1832-03-11T00:00:00,1898-12-27T00:00:00,Kaspar,m,3153,FR,Schindler,,,,,2015-05-17T21:18:19.387,,,,,3153,,,,
699,1829-05-14T00:00:00,1898-05-06T00:00:00,Wilhelm,m,3154,FR,Schindler,,,,,2015-05-17T21:18:19.387,,,,,3154,,,,
700,1908-05-09T00:00:00,1973-11-10T00:00:00,August,m,3155,FR,Schirmer,,,,,2015-05-17T21:18:19.387,,,,,3155,,,,
701,1881-09-25T00:00:00,1941-11-29T00:00:00,L. August,m,3156,FR,Schirmer,,,,,2015-05-17T21:18:19.387,,,,,3156,,,,
702,1893-06-30T00:00:00,1985-12-14T00:00:00,Hans Ulrich,m,3157,FR,Schlaepfer,,,,,2015-05-17T21:18:19.387,,,,,3157,,,,
703,1908-12-14T00:00:00,1994-09-30T00:00:00,Albert,m,3158,FR,Schläpfer,,,,,2015-05-17T21:18:19.387,,,,,3158,,,,
704,1917-02-20T00:00:00,2003-07-09T00:00:00,Rémy,m,3159,FR,Schläppy,,,,,2015-05-17T21:18:19.387,,,Schläppy,,3159,,,,
705,1935-06-11T00:00:00,1993-07-23T00:00:00,Florian,m,3160,FR,Schlegel,,,,,2015-05-17T21:18:19.387,,,,,3160,,,,
706,1829-01-26T00:00:00,1897-11-07T00:00:00,Johannes,m,3161,FR,Schlup,,,,,2015-05-17T21:18:19.387,,,,,3161,,,,
707,1824-01-08T00:00:00,1901-08-02T00:00:00,Andreas,m,3162,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3162,,,,
708,1878-02-19T00:00:00,1950-11-24T00:00:00,Anton,m,3163,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3163,,,,
709,1889-04-30T00:00:00,1958-11-14T00:00:00,Arthur,m,3164,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3164,,,,
710,1899-06-01T00:00:00,1991-01-08T00:00:00,Ernst,m,3165,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3165,,,,
711,1908-09-06T00:00:00,1968-05-27T00:00:00,Ernst,m,3166,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3166,,,,
712,1841-09-30T00:00:00,1923-11-30T00:00:00,Franz,m,3167,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3167,,,,
713,1812-12-19T00:00:00,1863-01-05T00:00:00,J. J. Friedrich,m,3168,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3168,,,,
714,1882-04-02T00:00:00,1960-09-07T00:00:00,Jacques,m,3169,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3169,,,,
715,1840-11-19T00:00:00,1908-08-29T00:00:00,Jakob,m,3170,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3170,,,,
716,1850-01-14T00:00:00,1931-05-27T00:00:00,Johann,m,3171,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3171,,,,
717,1854-11-30T00:00:00,1913-05-10T00:00:00,Josef Leonz jun.,m,3172,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3172,,,,
718,1810-05-07T00:00:00,1880-04-14T00:00:00,Josef Leonz sen.,m,3173,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3173,,,,
719,1867-02-08T00:00:00,1934-06-04T00:00:00,Robert,m,3174,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3174,,,,
720,1822-09-21T00:00:00,1903-01-18T00:00:00,Rudolf,m,3175,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3175,,,,
721,1858-06-30T00:00:00,1918-08-17T00:00:00,Theodor,m,3176,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3176,,,,
722,1898-11-06T00:00:00,1981-04-29T00:00:00,Werner,m,3177,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,,,3177,,,,
723,1900-02-02T00:00:00,1984-09-06T00:00:00,Paul,m,3178,FR,Schmid-Ammann,,,,,2015-05-17T21:18:19.387,,,,,3178,,,,
724,1871-04-01T00:00:00,1935-03-15T00:00:00,Ernst,m,3179,FR,Schmidheiny,,,,,2015-05-17T21:18:19.387,,,,,3179,,,,
725,1875-06-21T00:00:00,1955-01-08T00:00:00,Jakob,m,3180,FR,Schmidheiny,,,,,2015-05-17T21:18:19.387,,,,,3180,,,,
726,1908-04-03T00:00:00,1991-08-19T00:00:00,Max,m,3181,FR,Schmidheiny,,,,,2015-05-17T21:18:19.387,,,,,3181,,,,
727,1888-03-05T00:00:00,1962-05-29T00:00:00,Rudolf,m,3182,FR,Schmid-Käser,,,,,2015-05-17T21:18:19.387,,,,,3182,,,,
728,1898-06-29T00:00:00,1983-01-21T00:00:00,Fritz,m,3183,FR,Schmidlin,,,,,2015-05-17T21:18:19.387,,,,,3183,,,,
729,1889-05-08T00:00:00,1971-02-22T00:00:00,Philipp,m,3184,FR,Schmid-Ruedin,,,,,2015-05-17T21:18:19.387,,,Schmid-Ruedin,,3184,,,,
730,1912-03-20T00:00:00,1996-07-20T00:00:00,Walter,m,3185,FR,Schmidt,,,,,2015-05-17T21:18:19.387,,,,,3185,,,,
731,1926-05-23T00:00:00,1982-03-05T00:00:00,Henri,m,3186,FR,Schmitt,,,,,2015-05-17T21:18:19.387,,,,,3186,,,,
732,1890-05-13T00:00:00,1970-08-04T00:00:00,Johann,m,3187,FR,Schmuki,,,,,2015-05-17T21:18:19.387,,,,,3187,,,,
733,1876-11-19T00:00:00,1963-12-08T00:00:00,Rudolf,m,3188,FR,Schmutz,,,,,2015-05-17T21:18:19.387,,,,,3188,,,,
734,1868-08-05T00:00:00,1945-04-02T00:00:00,Friedrich Oskar,m,3189,FR,Schneeberger,,,,,2015-05-17T21:18:19.387,,,,,3189,,,,
735,1920-02-12T00:00:00,1992-10-17T00:00:00,Arnold,m,3190,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3190,,,,
736,1910-10-30T00:00:00,1998-11-04T00:00:00,Erwin,m,3191,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3191,,,,
737,1823-09-26T00:00:00,1899-01-03T00:00:00,Fridolin,m,3192,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3192,,,,
738,1886-09-23T00:00:00,1966-01-29T00:00:00,Friedrich,m,3193,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,Schneider Friedrich,,3193,,,,
739,1828-08-25T00:00:00,1884-03-05T00:00:00,Gottlieb,m,3194,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3194,,,,
740,1868-06-04T00:00:00,1932-06-11T00:00:00,Gustav Joh.,m,3195,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3195,,,,
741,1804-10-23T00:00:00,1880-01-14T00:00:00,Johann Rudolf,m,3196,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3196,,,,
742,1792-04-13T00:00:00,1858-01-02T00:00:00,Johannes,m,3197,FR,Schneider,,,,,2015-05-17T21:18:19.387,,,,,3197,,,,
743,1879-02-17T00:00:00,1936-10-15T00:00:00,Ludwig,m,3198,FR,Schneller,,,,,2015-05-17T21:18:19.387,,,,,3198,,,,
744,1804-05-04T00:00:00,1884-02-01T00:00:00,Anton,m,3199,FR,Schnyder,,,,,2015-05-17T21:18:19.387,,,,,3199,,,,
745,1843-04-21T00:00:00,1928-08-09T00:00:00,Jules,m,3200,FR,Schnyder,,,,,2015-05-17T21:18:19.387,,,,,3200,,,,
746,1830-02-09T00:00:00,1913-02-28T00:00:00,Jules,m,3201,FR,Schnyder,,,,,2015-05-17T21:18:19.387,,,,,3201,,,,
747,1896-11-21T00:00:00,1974-09-21T00:00:00,Oskar,m,3202,FR,Schnyder,,,,,2015-05-17T21:18:19.387,,,,,3202,,,,
748,1873-03-19T00:00:00,1936-05-22T00:00:00,Josef,m,3203,FR,Schöbi,,,,,2015-05-17T21:18:19.387,,,,,3203,,,,
749,1849-01-30T00:00:00,1911-11-27T00:00:00,Joseph Anton,m,3204,FR,Schobinger,,,,,2015-05-17T21:18:19.387,,,Schobinger,,3204,,,,
750,1841-01-01T00:00:00,1895-05-11T00:00:00,Heinrich Gustav,m,3205,FR,Schoch,,,,,2015-05-17T21:18:19.387,,,Schoch Heinrich,,3205,,,,
751,1904-02-17T00:00:00,1980-02-03T00:00:00,Kurt,m,3206,FR,Schoch,,,,,2015-05-17T21:18:19.387,,,Schoch Kurt,,3206,,,,
752,1832-04-18T00:00:00,1900-12-30T00:00:00,Laurenz,m,3207,FR,Schönenberger,,,,,2015-05-17T21:18:19.387,,,,,3207,,,,
753,1869-09-27T00:00:00,1941-12-27T00:00:00,Robert,m,3208,FR,Schöpfer,,,,,2015-05-17T21:18:19.387,,,,,3208,,,,
754,1862-04-14T00:00:00,1938-07-28T00:00:00,Sidney,m,3209,FR,Schopfer,,,,,2015-05-17T21:18:19.387,,,,,3209,,,,
755,1912-09-19T00:00:00,1990-01-09T00:00:00,Hans,m,3210,FR,Schregenberger,,,,,2015-05-17T21:18:19.387,,,,,3210,,,,
756,1834-12-12T00:00:00,1906-04-09T00:00:00,Emil,m,3211,FR,Schubiger,,,,,2015-05-17T21:18:19.387,,,,,3211,,,,
757,1848-06-23T00:00:00,1920-11-20T00:00:00,Johann Bapt.,m,3212,FR,Schubiger,,,,,2015-05-17T21:18:19.387,,,,,3212,,,,
758,1801-11-09T00:00:00,1859-10-27T00:00:00,Johann Benedikt,m,3213,FR,Schubiger,,,,,2015-05-17T21:18:19.387,,,,,3213,,,,
759,1922-01-08T00:00:00,1989-09-06T00:00:00,Adelrich Jacob,m,3214,FR,Schuler,,,,,2015-05-17T21:18:19.387,,,,,3214,,,,
760,1817-01-01T00:00:00,1854-03-02T00:00:00,Fr. Karl,m,3215,FR,Schuler,,,,,2015-05-17T21:18:19.387,,,,,3215,,,,
761,1899-10-09T00:00:00,1977-03-02T00:00:00,Hans,m,3216,FR,Schuler,,,,,2015-05-17T21:18:19.387,,,,,3216,,,,
762,1889-10-27T00:00:00,1957-02-17T00:00:00,Josef,m,3217,FR,Schuler,,,,,2015-05-17T21:18:19.387,,,,,3217,,,,
763,1853-01-29T00:00:00,1915-05-09T00:00:00,Josef-Maria,m,3218,FR,Schuler,,,,,2015-05-17T21:18:19.387,,,,,3218,,,,
764,1868-03-02T00:00:00,1944-04-22T00:00:00,Edmund L.,m,3219,FR,Schulthess,,,,,2015-05-17T21:18:19.387,,,Schulthess,,3219,,,,
765,1793-05-02T00:00:00,1860-10-30T00:00:00,Josef X. Leod. Franz,m,3220,FR,Schumacher,,,,,2015-05-17T21:18:19.387,,,,,3220,,,,
766,1907-03-06T00:00:00,1990-03-11T00:00:00,Rudolf,m,3221,FR,Schümperli,,,,,2015-05-17T21:18:19.387,,,,,3221,,,,
